 Loan_ID, Nos_Dep, Education, Self_employed, Annual_income, Loan_amount, Loan_Term, Cibil_score, Residential_assets_value, Commercial_assets_value, Luxury_assets_value, Bank_asset_value, Loan_status
329,4, Graduate, Yes,8600000,19200000,4,868,20400000,1500000,32800000,9300000,1
330,4, Graduate, Yes,2000000,7200000,10,838,2500000,300000,7600000,1000000,1
331,0, Not Graduate, Yes,5100000,12500000,18,778,3300000,1000000,14800000,3200000,1
332,, Graduate, Yes,4100000,11200000,6,442,12200000,4100000,10000000,4500000,0
333,1, Graduate, Yes,9900000,39500000,12,808,11800000,3700000,30200000,13500000,1
334,0, Graduate, Yes,7800000,29100000,20,435,21100000,13000000,17300000,9700000,0
335,3, Graduate, Yes,8900000,18500000,10,367,6100000,0,32000000,10300000,0
336,2, Graduate, No,7300000,19100000,14,552,2000000,13400000,16800000,4000000,1
337,4, Not Graduate, Yes,3300000,10600000,8,465,500000,4400000,7300000,2800000,0
338,4, Graduate, Yes,2900000,10500000,8,607,4400000,5500000,7600000,3800000,1
339,2, Graduate, Yes,500000,1300000,4,427,1400000,500000,1800000,600000,0
340,3, Not Graduate, No,7200000,21200000,4,711,10800000,4200000,24900000,5700000,1
341,3, Not Graduate, No,8300000,24100000,14,823,5900000,700000,24000000,7700000,1
342,1, Not Graduate, Yes,8700000,20500000,6,523,19300000,6500000,23700000,4800000,0
343,4, Not Graduate, Yes,7100000,27900000,10,328,9000000,13400000,26500000,7700000,0
344,0, Graduate, Yes,6900000,17000000,20,599,18100000,9400000,,4300000,1
345,0, Not Graduate, No,2400000,5000000,14,580,5900000,4400000,5500000,3200000,1
346,1, Not Graduate, Yes,2100000,4900000,10,744,200000,2000000,,1000000,1
347,2, Graduate, Yes,7200000,23900000,4,559,4200000,12200000,17800000,10800000,1
348,5, Graduate, Yes,9900000,31800000,18,817,23400000,700000,32600000,11500000,1
349,, Graduate, Yes,1700000,4300000,6,765,5000000,1500000,3400000,900000,1
350,4, Not Graduate, Yes,4300000,15000000,8,383,4700000,100000,9000000,4900000,0
351,1, Graduate, No,5900000,15200000,2,547,17100000,2000000,14700000,3600000,0
352,5, Not Graduate, Yes,8600000,26300000,10,843,23300000,9800000,18100000,11300000,1
353,3, Not Graduate,nan,1000000,3200000,14,790,1900000,100000,,1100000,1
354,1, Not Graduate, Yes,4400000,14200000,16,409,12700000,1300000,12600000,4500000,0
355,3, Not Graduate, No,1400000,2700000,8,625,3100000,1800000,3400000,1000000,1
356,0, Not Graduate, No,5300000,10900000,18,707,12900000,2600000,12700000,7600000,1
357,3, Graduate, Yes,9400000,20500000,6,645,17400000,13000000,24500000,10200000,1
358,4, Not Graduate, Yes,6600000,22100000,6,887,3600000,3500000,19800000,4700000,1
359,, Not Graduate, No,1900000,4900000,20,647,4100000,2100000,6800000,1700000,1
360,2, Not Graduate, No,3100000,10400000,10,420,6900000,5900000,10000000,3500000,0
361,0, Graduate, No,6800000,18400000,2,791,4000000,900000,20200000,9900000,1
362,5, Not Graduate, No,4600000,16200000,,891,5900000,1200000,10800000,3700000,1
363,2, Not Graduate, Yes,200000,700000,16,641,600000,200000,600000,100000,1
364,3, Not Graduate, Yes,9500000,22800000,,319,200000,18800000,34100000,9400000,0
365,5, Not Graduate, Yes,6200000,22200000,20,819,13500000,6600000,21700000,8700000,1
366,4, Not Graduate, Yes,9700000,32300000,18,387,11600000,14300000,20000000,5400000,0
367,5, Graduate, Yes,4200000,12300000,2,686,10500000,200000,15600000,4200000,1
368,4, Graduate, No,8000000,,4,722,17200000,13900000,26200000,4900000,1
369,1, Graduate, Yes,9300000,27900000,12,600,2100000,4200000,29000000,6600000,1
370,5, Graduate,,2000000,6100000,2,407,1900000,1900000,4600000,2000000,1
371,3, Graduate, Yes,3900000,14000000,18,829,5200000,4000000,11600000,2700000,1
372,2, Not Graduate, No,2800000,5900000,6,895,1000000,3900000,10900000,1500000,1
373,5, Graduate, Yes,3000000,11100000,12,441,8500000,2500000,7300000,2000000,0
374,4, Not Graduate, No,4500000,9800000,16,895,9800000,8200000,13900000,5500000,1
375,4, Graduate, No,1900000,4300000,4,826,2400000,0,7000000,900000,1
376,5, Graduate, Yes,1700000,5800000,4,583,2000000,1800000,6000000,2300000,1
377,3, Not Graduate, No,2400000,8600000,8,684,3400000,2400000,6200000,1600000,1
378,5, Graduate, No,6800000,20500000,10,578,500000,11800000,27200000,3400000,1
379,1, Not Graduate, No,8800000,22200000,18,794,8400000,11900000,21000000,10500000,1
380,3, Not Graduate, Yes,3600000,13200000,16,557,9800000,4000000,9900000,2100000,1
381,4, Graduate, Yes,9500000,31800000,6,519,5900000,1300000,28400000,12200000,0
382,0, Not Graduate, Yes,1900000,5700000,18,699,5500000,200000,6500000,2000000,1
383,3, Not Graduate, Yes,9100000,24600000,2,741,8000000,4000000,35500000,13600000,1
384,5, Graduate, No,1100000,3800000,18,508,200000,1800000,2300000,900000,0
385,5, Not Graduate, Yes,1100000,2800000,10,647,2700000,2000000,4300000,1400000,1
386,1, Graduate, No,9300000,28600000,14,656,17300000,9100000,27400000,12500000,1
387,4, Graduate, Yes,3900000,10600000,2,439,300000,7600000,14800000,2500000,0
388,5, Not Graduate, Yes,1500000,4000000,12,350,2900000,1900000,,1200000,0
389,4, Graduate, No,600000,1800000,6,851,100000,1100000,2100000,800000,1
390,2, Graduate, No,4400000,12500000,18,492,7900000,1200000,10100000,2700000,0
391,4, Graduate, Yes,2700000,5400000,6,861,6300000,2400000,6700000,2700000,1
392,3, Not Graduate,nan,6200000,14600000,2,664,18300000,8400000,16800000,6600000,1
393,5, Graduate,nan,700000,1300000,16,362,2100000,1300000,2000000,1000000,0
394,0, Graduate, No,3400000,9400000,6,703,600000,6000000,8600000,2600000,1
395,1, Not Graduate, Yes,4900000,16800000,12,758,1700000,2700000,11100000,5900000,1
396,0, Graduate, Yes,5300000,10600000,2,828,8100000,6700000,17400000,5800000,1
397,4, Not Graduate, Yes,5600000,17500000,10,528,14200000,2300000,12100000,7200000,0
398,2, Graduate, Yes,4300000,16000000,14,623,9800000,6700000,17000000,4500000,1
399,4, Not Graduate, Yes,7100000,24500000,14,599,9100000,7000000,20400000,6800000,1
400,4, Graduate,nan,5400000,12700000,4,622,11000000,3300000,15100000,6500000,1
401,0, Not Graduate,nan,6000000,13100000,6,385,16600000,7600000,,7400000,0
402,4, Not Graduate, No,8300000,17900000,20,846,12700000,1300000,26800000,12200000,1
403,3, Graduate, No,8100000,23900000,10,449,7100000,6100000,28300000,8900000,0
404,1, Not Graduate, No,7200000,24900000,14,666,3600000,11600000,16600000,5800000,1
405,5, Graduate, No,7200000,17500000,4,380,2300000,400000,17500000,6200000,0
406,2, Graduate,,3500000,8100000,4,589,3800000,6700000,12500000,2700000,1
407,1, Graduate, No,6200000,19500000,12,845,9100000,2900000,15300000,4000000,1
408,3, Not Graduate, No,5200000,17300000,10,401,2600000,1400000,12700000,6400000,0
409,5, Not Graduate, No,5400000,15100000,12,522,5200000,4700000,13900000,5700000,0
410,3, Graduate, No,8900000,25400000,8,588,19400000,12100000,18800000,4500000,1
411,2, Graduate, No,4900000,17600000,6,860,13600000,7500000,12700000,5600000,1
412,4, Graduate, Yes,5300000,19200000,,655,14200000,6900000,17800000,3900000,1
413,3, Not Graduate, Yes,8500000,27700000,4,457,3600000,400000,18900000,5200000,1
414,5, Graduate, Yes,700000,2100000,14,863,100000,1200000,2700000,600000,1
415,3, Not Graduate, Yes,5900000,18900000,4,742,10800000,4500000,23200000,8000000,1
416,3, Graduate, No,3500000,13300000,4,798,7400000,5300000,12100000,3600000,1
417,5, Not Graduate, Yes,7700000,18900000,16,552,15600000,6100000,23900000,6600000,1
418,1, Not Graduate, Yes,9000000,29900000,2,668,22100000,7200000,24400000,4700000,1
419,2, Not Graduate, No,8900000,29200000,,608,10800000,5200000,33500000,11700000,1
420,5, Not Graduate, No,6500000,13800000,10,342,15300000,2300000,14400000,7300000,0
421,4, Not Graduate, Yes,8100000,18000000,8,817,1400000,7800000,16900000,10800000,1
422,1, Not Graduate, No,8400000,29900000,16,476,16100000,2400000,32700000,7500000,0
423,0, Not Graduate, No,5300000,20000000,6,881,15900000,3700000,19500000,4000000,1
424,2, Graduate, No,4100000,15600000,12,838,5500000,4800000,15100000,2700000,1
425,5, Not Graduate, Yes,2000000,7400000,14,799,3600000,3700000,4300000,1100000,1
426,0, Graduate, Yes,7100000,,16,756,8000000,5000000,17600000,5400000,1
427,0, Not Graduate, No,9300000,20100000,10,743,4800000,1800000,21900000,13600000,1
428,3, Not Graduate, No,5400000,19400000,20,731,13800000,3200000,20000000,4300000,1
429,3, Not Graduate, No,4100000,8500000,2,833,12000000,0,16200000,3400000,1
430,5, Graduate, Yes,5400000,21200000,20,734,7300000,1800000,11500000,7500000,1
431,4, Graduate, Yes,5100000,14000000,12,459,9800000,0,,6800000,0
432,1, Graduate, Yes,1600000,4100000,6,391,4300000,1400000,,700000,0
433,4, Graduate,nan,8000000,29100000,4,421,3100000,12000000,27000000,8800000,1
434,0, Graduate, Yes,3700000,8500000,8,424,1900000,5600000,14800000,4100000,0
435,5, Graduate, Yes,7100000,20800000,6,442,2900000,7100000,28200000,7100000,0
436,5, Not Graduate, No,5600000,17600000,14,448,6700000,3500000,18900000,6800000,0
437,0, Graduate, Yes,1200000,2700000,2,638,1500000,500000,2700000,1500000,1
438,3, Not Graduate, No,1600000,,6,710,3100000,800000,6000000,1600000,1
439,2, Not Graduate, No,5300000,20200000,10,348,9200000,9500000,17300000,6100000,0
440,5, Not Graduate, No,9100000,,20,519,9300000,16400000,,10500000,0
441,4, Not Graduate, Yes,9400000,35000000,10,517,10700000,15100000,27500000,6700000,0
442,4, Graduate, Yes,3100000,11500000,14,785,3200000,3100000,9100000,4200000,1
443,4, Not Graduate, No,2200000,8600000,20,373,4100000,1300000,5900000,1400000,0
444,1, Graduate, No,6000000,20100000,6,476,13900000,10000000,15200000,5500000,0
445,4, Graduate, No,7200000,22900000,18,657,14600000,400000,17400000,8800000,1
446,1, Not Graduate, Yes,500000,1900000,12,868,200000,500000,1800000,300000,1
447,1, Not Graduate, Yes,5800000,13900000,6,345,4000000,9300000,20900000,5500000,0
448,0, Not Graduate, No,200000,300000,6,472,400000,100000,700000,0,0
449,4, Not Graduate, Yes,4600000,9500000,20,613,5200000,5900000,13700000,3000000,1
450,1, Graduate, No,6500000,,20,741,11400000,8500000,25700000,7900000,1
451,4, Not Graduate,nan,4400000,16600000,14,889,800000,1400000,14900000,5900000,1
452,0, Not Graduate, Yes,3200000,7400000,18,780,4200000,2600000,9000000,2800000,1
453,3, Graduate, No,600000,1100000,8,538,500000,800000,,300000,0
454,1, Not Graduate, No,5200000,12600000,,721,1100000,8700000,13900000,3600000,1
455,3, Not Graduate, Yes,6400000,15200000,14,467,15500000,9100000,18400000,3200000,0
456,2, Not Graduate, No,1000000,2500000,6,551,1700000,200000,3700000,900000,1
457,0, Graduate, No,3000000,8400000,10,361,7700000,200000,7300000,1800000,0
458,1, Not Graduate, Yes,8700000,30700000,,708,20600000,4500000,27600000,9300000,1
459,4, Graduate, Yes,8800000,20900000,18,766,13500000,15400000,34500000,13100000,1
460,1, Not Graduate, Yes,3900000,11500000,2,464,9300000,5700000,12400000,5100000,0
461,5, Graduate, No,1700000,4300000,2,517,100000,200000,6200000,1600000,0
462,3, Not Graduate, Yes,900000,2300000,6,747,1200000,200000,2900000,600000,1
463,1, Not Graduate, No,7200000,24700000,6,596,8800000,1400000,21700000,5800000,1
464,0, Graduate, No,9200000,25400000,2,783,25400000,2000000,19600000,12400000,1
465,5, Not Graduate, Yes,1100000,2700000,4,889,1900000,1000000,2200000,500000,1
466,2, Graduate, Yes,8100000,28500000,20,420,1500000,1400000,31800000,10000000,0
467,0, Graduate, Yes,7600000,17900000,16,788,1700000,7800000,27100000,5900000,1
468,1, Graduate, No,2200000,4900000,8,509,3800000,0,5400000,2900000,0
469,4, Graduate, Yes,6300000,23900000,6,899,-100000,11400000,20600000,6700000,1
470,5, Graduate, Yes,1300000,4300000,2,595,1300000,500000,2900000,1500000,1
471,1, Not Graduate, No,2800000,6700000,,322,1900000,2000000,8600000,2100000,0
472,3, Not Graduate, Yes,8800000,26700000,10,379,10100000,15500000,,9700000,0
473,0, Graduate, No,8900000,25800000,18,531,12400000,3400000,22900000,5400000,0
474,5, Graduate, No,9200000,29200000,16,383,17700000,13300000,30400000,5700000,0
475,1, Graduate, Yes,4400000,14700000,8,894,11400000,6300000,9400000,2400000,1
476,4, Not Graduate, No,9900000,22700000,12,567,28300000,9900000,29700000,5400000,1
477,3, Graduate, No,6800000,21200000,2,433,10700000,1900000,23200000,6300000,1
478,4, Not Graduate, No,3600000,8700000,14,302,6400000,3700000,,4100000,0
479,2, Not Graduate, Yes,4000000,8500000,6,323,11200000,1000000,14300000,4100000,0
480,4, Graduate, No,1800000,4100000,12,670,1900000,2900000,4700000,2200000,1
481,4, Not Graduate, No,6800000,24200000,18,349,18800000,0,,9400000,0
482,5, Not Graduate, Yes,600000,1500000,2,319,100000,1100000,2100000,600000,0
483,1, Not Graduate,nan,4200000,16200000,14,391,5800000,2100000,14100000,2600000,0
484,4, Not Graduate, No,5000000,18700000,10,755,3600000,600000,13000000,2600000,1
485,1, Not Graduate, No,4100000,12200000,6,354,7300000,5600000,16300000,3500000,0
486,3, Not Graduate, Yes,2200000,8800000,2,877,5000000,1300000,6400000,3100000,1
487,3, Graduate, No,5800000,19600000,16,313,11100000,8100000,22700000,6300000,0
488,0, Graduate, No,500000,1200000,14,556,900000,0,1800000,500000,1
489,2, Graduate, Yes,5300000,11000000,14,393,6800000,2400000,20500000,5200000,0
490,2, Graduate, Yes,900000,2500000,16,458,-100000,100000,3200000,1100000,0
491,2, Graduate, Yes,2000000,7600000,16,429,5300000,3100000,5800000,2200000,0
492,1, Not Graduate, No,6900000,14400000,10,828,4600000,13000000,26700000,9000000,1
493,5, Graduate, Yes,2300000,6100000,6,339,5100000,2500000,8300000,2400000,0
494,5, Not Graduate, No,8000000,30000000,14,549,14800000,200000,17300000,7000000,0
495,0, Not Graduate, No,2600000,8400000,18,861,0,3500000,6200000,3800000,1
496,4, Not Graduate, No,5700000,19600000,8,691,8800000,2200000,12100000,3000000,1
497,5, Not Graduate, No,6800000,20000000,4,459,14500000,3000000,25000000,4900000,0
498,1, Not Graduate, Yes,7600000,26000000,6,384,2600000,1200000,20000000,7900000,0
499,0, Graduate,nan,1400000,5500000,6,393,500000,1500000,,1800000,0
500,3, Graduate, Yes,9400000,24600000,10,414,8800000,13400000,23800000,5600000,0
501,3, Not Graduate, Yes,8900000,21000000,14,815,200000,10800000,21600000,6400000,1
502,5, Graduate, No,4600000,10500000,8,758,3900000,4300000,15800000,2900000,1
503,5, Not Graduate, Yes,5600000,14500000,10,457,6900000,7800000,20600000,4600000,0
504,0, Graduate, Yes,1000000,3200000,10,854,2600000,800000,2900000,1200000,1
505,3, Graduate, Yes,6100000,24200000,12,672,300000,11100000,23500000,5000000,1
506,4, Graduate, No,5300000,15400000,8,584,5100000,1700000,14000000,5000000,1
507,5, Not Graduate, No,1300000,4800000,4,346,3200000,1600000,3400000,1600000,1
508,3, Graduate, No,4000000,12800000,18,635,6000000,7000000,12900000,4200000,1
509,1, Not Graduate, No,9500000,20000000,16,856,24900000,0,35700000,6200000,1
510,5, Graduate, Yes,9000000,20000000,2,440,17100000,1000000,28500000,7600000,0
511,1, Graduate, No,5400000,17900000,14,727,13100000,0,12300000,4700000,1
512,2, Not Graduate, No,1600000,5100000,6,784,1400000,2400000,4500000,1400000,1
513,3, Not Graduate, Yes,9900000,20400000,4,865,26300000,3600000,36500000,12800000,1
514,3, Not Graduate, No,5800000,,18,791,1400000,10800000,16300000,5600000,1
515,0, Graduate,nan,5000000,14400000,2,761,-100000,7300000,12600000,4500000,1
516,1, Graduate, Yes,2600000,5500000,14,820,2700000,2400000,9300000,2000000,1
517,5, Not Graduate, Yes,4600000,14500000,,561,2300000,6200000,10200000,5800000,1
518,2, Graduate, Yes,2900000,,6,614,1000000,300000,7600000,3600000,1
519,4, Not Graduate, No,6100000,22400000,18,351,11800000,5000000,24400000,4800000,0
520,4, Graduate, Yes,5900000,19700000,10,431,3300000,9200000,22700000,5300000,0
521,1, Not Graduate, Yes,4600000,18400000,10,403,200000,8800000,17300000,2900000,0
522,3, Not Graduate, Yes,5100000,10400000,18,399,8000000,4300000,20100000,4600000,0
523,1, Graduate, No,3100000,10600000,14,665,6200000,800000,9500000,3900000,1
524,2, Graduate,,4100000,12800000,16,344,10300000,7000000,15800000,4100000,0
525,0, Graduate, No,1800000,5400000,16,555,3900000,2900000,5100000,1700000,1
526,2, Not Graduate, Yes,800000,2100000,6,726,2000000,0,2600000,600000,1
527,2, Graduate, No,8400000,23100000,6,689,5700000,2500000,18900000,11900000,1
528,3, Not Graduate, Yes,3300000,12700000,16,608,3600000,6200000,12600000,4500000,1
529,3, Not Graduate, No,5800000,12800000,20,335,4400000,3000000,15300000,8000000,0
530,3, Not Graduate, No,4400000,10500000,18,677,100000,2000000,12100000,5000000,1
531,2, Not Graduate, Yes,9600000,28100000,20,763,23000000,11800000,27500000,10300000,1
532,5, Not Graduate, Yes,5200000,18100000,8,809,2400000,6900000,14000000,5500000,1
533,3, Graduate, No,6500000,16800000,10,388,9500000,800000,14900000,7200000,0
534,4, Graduate, Yes,7200000,23100000,14,644,13300000,3500000,,4200000,1
535,, Not Graduate, No,5200000,18400000,14,600,7300000,9700000,16500000,3600000,1
536,5, Graduate, Yes,2300000,5600000,8,642,2600000,1900000,8600000,2500000,1
537,4, Graduate, Yes,3800000,14300000,4,645,1300000,1100000,10900000,4600000,1
538,0, Not Graduate, No,5700000,15600000,16,742,700000,5800000,11400000,6800000,1
539,4, Not Graduate, No,7300000,19800000,8,724,5500000,6000000,,10300000,1
540,1, Graduate, No,1600000,5400000,12,707,600000,1700000,,800000,1
541,5, Not Graduate, Yes,800000,2500000,4,780,500000,900000,1700000,400000,1
542,4, Not Graduate, No,6300000,21900000,10,538,9600000,5400000,19300000,7800000,0
543,0, Graduate, No,7300000,14500000,16,811,1000000,12400000,,9600000,1
544,2, Graduate, Yes,3800000,9100000,14,849,6300000,2400000,9500000,2500000,1
545,, Graduate, Yes,1400000,5000000,2,465,0,2600000,5300000,1500000,1
546,0, Not Graduate, No,4100000,10800000,16,399,5900000,7600000,12700000,5300000,0
547,2, Not Graduate, Yes,5400000,11500000,6,841,6800000,100000,11100000,6600000,1
548,2, Not Graduate, Yes,2000000,6700000,14,638,4900000,200000,4900000,2300000,1
549,0, Graduate, Yes,8300000,30000000,4,600,14600000,12500000,24800000,12000000,1
550,0, Graduate, Yes,6700000,15600000,16,768,300000,1800000,26000000,3800000,1
551,0, Not Graduate, No,1900000,6500000,10,523,2400000,1100000,6200000,1100000,0
552,2, Graduate, Yes,6500000,20900000,14,327,8200000,100000,22800000,4700000,0
553,5, Graduate, No,7000000,,18,803,18700000,6300000,,4100000,1
554,1, Graduate,,9200000,18800000,2,351,22400000,2200000,31500000,13000000,0
555,2, Graduate, Yes,1800000,4200000,8,648,1200000,3100000,6200000,1600000,1
556,3, Graduate, Yes,1700000,3400000,6,488,100000,500000,4500000,1600000,0
557,, Graduate, No,7000000,18900000,6,475,1300000,6100000,14700000,5200000,0
558,1, Not Graduate, No,2200000,7000000,18,417,2000000,3900000,6500000,1900000,0
559,1, Not Graduate, Yes,2400000,6200000,12,337,3400000,2100000,9400000,2300000,0
560,5, Graduate, No,4200000,9200000,12,870,3200000,2400000,,5700000,1
